0, 0, 0, 1
0.005, 0.0707107, 2.5e-05, 1.00501
0.01, 0.1, 0.0001, 1.01005
0.015, 0.122474, 0.000225, 1.01511
0.02, 0.141421, 0.0004, 1.0202
0.025, 0.158114, 0.000625, 1.02532
0.03, 0.173205, 0.0009, 1.03045
0.035, 0.187083, 0.001225, 1.03562
0.04, 0.2, 0.0016, 1.04081
0.045, 0.212132, 0.002025, 1.04603
0.05, 0.223607, 0.0025, 1.05127
0.055, 0.234521, 0.003025, 1.05654
0.06, 0.244949, 0.0036, 1.06184
0.065, 0.254951, 0.004225, 1.06716
0.07, 0.264575, 0.0049, 1.07251
0.075, 0.273861, 0.005625, 1.07788
0.08, 0.282843, 0.0064, 1.08329
0.085, 0.291548, 0.007225, 1.08872
0.09, 0.3, 0.0081, 1.09417
0.095, 0.308221, 0.009025, 1.09966
0.1, 0.316228, 0.01, 1.10517
0.105, 0.324037, 0.011025, 1.11071
0.11, 0.331663, 0.0121, 1.11628
0.115, 0.339117, 0.013225, 1.12187
0.12, 0.34641, 0.0144, 1.1275
0.125, 0.353553, 0.015625, 1.13315
0.13, 0.360555, 0.0169, 1.13883
0.135, 0.367423, 0.018225, 1.14454
0.14, 0.374166, 0.0196, 1.15027
0.145, 0.380789, 0.021025, 1.15604
0.15, 0.387298, 0.0225, 1.16183
0.155, 0.3937, 0.024025, 1.16766
0.16, 0.4, 0.0256, 1.17351
0.165, 0.406202, 0.027225, 1.17939
0.17, 0.412311, 0.0289, 1.1853
0.175, 0.41833, 0.030625, 1.19125
0.18, 0.424264, 0.0324, 1.19722
0.185, 0.430116, 0.034225, 1.20322
0.19, 0.43589, 0.0361, 1.20925
0.195, 0.441588, 0.038025, 1.21531
0.2, 0.447214, 0.04, 1.2214
0.205, 0.452769, 0.042025, 1.22752
0.21, 0.458258, 0.0441, 1.23368
0.215, 0.463681, 0.046225, 1.23986
0.22, 0.469041, 0.0484, 1.24608
0.225, 0.474342, 0.050625, 1.25232
0.23, 0.479583, 0.0529, 1.2586
0.235, 0.484768, 0.055225, 1.26491
0.24, 0.489898, 0.0576, 1.27125
0.245, 0.494975, 0.060025, 1.27762
0.25, 0.5, 0.0625, 1.28403
0.255, 0.504975, 0.065025, 1.29046
0.26, 0.509902, 0.0675999, 1.29693
0.265, 0.514781, 0.0702249, 1.30343
0.27, 0.519615, 0.0728999, 1.30996
0.275, 0.524404, 0.0756249, 1.31653
0.28, 0.52915, 0.0783999, 1.32313
0.285, 0.533854, 0.0812249, 1.32976
0.29, 0.538516, 0.0840999, 1.33643
0.295, 0.543139, 0.0870249, 1.34313
0.3, 0.547722, 0.0899999, 1.34986
0.305, 0.552268, 0.0930249, 1.35662
0.31, 0.556776, 0.0960999, 1.36342
0.315, 0.561248, 0.0992249, 1.37026
0.32, 0.565685, 0.1024, 1.37713
0.325, 0.570088, 0.105625, 1.38403
0.33, 0.574456, 0.1089, 1.39097
0.335, 0.578792, 0.112225, 1.39794
0.34, 0.583095, 0.1156, 1.40495
0.345, 0.587367, 0.119025, 1.41199
0.35, 0.591608, 0.1225, 1.41907
0.355, 0.595819, 0.126025, 1.42618
0.36, 0.6, 0.1296, 1.43333
0.365, 0.604152, 0.133225, 1.44051
0.37, 0.608276, 0.1369, 1.44773
0.375, 0.612372, 0.140625, 1.45499
0.38, 0.616441, 0.1444, 1.46228
0.385, 0.620484, 0.148225, 1.46961
0.39, 0.6245, 0.1521, 1.47698
0.395, 0.62849, 0.156025, 1.48438
0.4, 0.632455, 0.16, 1.49182
0.405, 0.636396, 0.164025, 1.4993
0.41, 0.640312, 0.1681, 1.50682
0.415, 0.644205, 0.172225, 1.51437
0.42, 0.648074, 0.1764, 1.52196
0.425, 0.65192, 0.180625, 1.52959
0.43, 0.655744, 0.1849, 1.53726
0.435, 0.659545, 0.189225, 1.54496
0.44, 0.663325, 0.1936, 1.55271
0.445, 0.667083, 0.198025, 1.56049
0.45, 0.67082, 0.2025, 1.56831
0.455, 0.674537, 0.207025, 1.57617
0.46, 0.678233, 0.2116, 1.58407
0.465, 0.681909, 0.216225, 1.59201
0.47, 0.685565, 0.2209, 1.59999
0.475, 0.689202, 0.225625, 1.60801
0.48, 0.69282, 0.2304, 1.61607
0.485, 0.696419, 0.235225, 1.62417
0.49, 0.7, 0.2401, 1.63232
0.495, 0.703562, 0.245025, 1.6405
0.5, 0.707107, 0.25, 1.64872
0.505, 0.710633, 0.255025, 1.65699
0.51, 0.714143, 0.2601, 1.66529
0.515, 0.717635, 0.265225, 1.67364
0.52, 0.72111, 0.2704, 1.68203
0.525, 0.724569, 0.275625, 1.69046
0.53, 0.728011, 0.2809, 1.69893
0.535, 0.731437, 0.286225, 1.70745
0.54, 0.734847, 0.2916, 1.71601
0.545, 0.738241, 0.297025, 1.72461
0.55, 0.74162, 0.3025, 1.73325
0.555, 0.744983, 0.308025, 1.74194
0.56, 0.748331, 0.3136, 1.75067
0.565, 0.751665, 0.319225, 1.75945
0.57, 0.754983, 0.3249, 1.76827
0.575, 0.758287, 0.330625, 1.77713
0.58, 0.761577, 0.3364, 1.78604
0.585, 0.764853, 0.342225, 1.79499
0.59, 0.768114, 0.3481, 1.80399
0.595, 0.771362, 0.354025, 1.81303
0.6, 0.774596, 0.36, 1.82212
0.605, 0.777817, 0.366025, 1.83125
0.61, 0.781025, 0.3721, 1.84043
0.615, 0.784219, 0.378224, 1.84966
0.62, 0.787401, 0.384399, 1.85893
0.625, 0.790569, 0.390624, 1.86825
0.63, 0.793725, 0.396899, 1.87761
0.635, 0.796869, 0.403224, 1.88702
0.64, 0.8, 0.409599, 1.89648
0.645, 0.803119, 0.416024, 1.90599
0.65, 0.806225, 0.422499, 1.91554
0.655, 0.80932, 0.429024, 1.92514
0.66, 0.812404, 0.435599, 1.93479
0.665, 0.815475, 0.442224, 1.94449
0.67, 0.818535, 0.448899, 1.95424
0.675, 0.821584, 0.455624, 1.96403
0.68, 0.824621, 0.462399, 1.97388
0.685, 0.827647, 0.469224, 1.98377
0.69, 0.830662, 0.476099, 1.99371
0.695, 0.833666, 0.483024, 2.00371
0.7, 0.83666, 0.489999, 2.01375
0.705, 0.839642, 0.497024, 2.02385
0.71, 0.842615, 0.504099, 2.03399
0.714999, 0.845576, 0.511224, 2.04419
0.719999, 0.848528, 0.518399, 2.05443
0.724999, 0.851469, 0.525624, 2.06473
0.729999, 0.8544, 0.532899, 2.07508
0.734999, 0.857321, 0.540224, 2.08548
0.739999, 0.860232, 0.547599, 2.09593
0.744999, 0.863133, 0.555024, 2.10644
0.749999, 0.866025, 0.562499, 2.117
0.754999, 0.868907, 0.570024, 2.12761
0.759999, 0.87178, 0.577599, 2.13828
0.764999, 0.874642, 0.585224, 2.14899
0.769999, 0.877496, 0.592899, 2.15977
0.774999, 0.880341, 0.600624, 2.17059
0.779999, 0.883176, 0.608399, 2.18147
0.784999, 0.886002, 0.616224, 2.19241
0.789999, 0.888819, 0.624099, 2.2034
0.794999, 0.891627, 0.632024, 2.21444
0.799999, 0.894427, 0.639999, 2.22554
0.804999, 0.897218, 0.648024, 2.2367
0.809999, 0.9, 0.656099, 2.24791
0.814999, 0.902773, 0.664224, 2.25917
0.819999, 0.905538, 0.672399, 2.2705
0.824999, 0.908295, 0.680624, 2.28188
0.829999, 0.911043, 0.688899, 2.29332
0.834999, 0.913783, 0.697224, 2.30481
0.839999, 0.916515, 0.705599, 2.31637
0.844999, 0.919238, 0.714024, 2.32798
0.849999, 0.921954, 0.722499, 2.33965
0.854999, 0.924662, 0.731024, 2.35137
0.859999, 0.927361, 0.739599, 2.36316
0.864999, 0.930053, 0.748224, 2.375
0.869999, 0.932738, 0.756899, 2.38691
0.874999, 0.935414, 0.765624, 2.39887
0.879999, 0.938083, 0.774399, 2.4109
0.884999, 0.940744, 0.783224, 2.42298
0.889999, 0.943398, 0.792099, 2.43513
0.894999, 0.946044, 0.801024, 2.44733
0.899999, 0.948683, 0.809999, 2.4596
0.904999, 0.951315, 0.819024, 2.47193
0.909999, 0.953939, 0.828099, 2.48432
0.914999, 0.956556, 0.837224, 2.49677
0.919999, 0.959166, 0.846399, 2.50929
0.924999, 0.961769, 0.855624, 2.52187
0.929999, 0.964365, 0.864899, 2.53451
0.934999, 0.966954, 0.874224, 2.54721
0.939999, 0.969536, 0.883599, 2.55998
0.944999, 0.972111, 0.893024, 2.57281
0.949999, 0.974679, 0.902499, 2.58571
0.954999, 0.977241, 0.912024, 2.59867
0.959999, 0.979796, 0.921599, 2.61169
0.964999, 0.982344, 0.931224, 2.62479
0.969999, 0.984885, 0.940899, 2.63794
0.974999, 0.98742, 0.950624, 2.65117
0.979999, 0.989949, 0.960399, 2.66445
0.984999, 0.992471, 0.970224, 2.67781
0.989999, 0.994987, 0.980098, 2.69123
0.994999, 0.997496, 0.990023, 2.70472
0.999999, 1, 0.999998, 2.71828
1.005, 1.0025, 1.01002, 2.73191
1.01, 1.00499, 1.0201, 2.7456
1.015, 1.00747, 1.03022, 2.75936
1.02, 1.00995, 1.0404, 2.77319
1.025, 1.01242, 1.05062, 2.78709
1.03, 1.01489, 1.0609, 2.80106
1.035, 1.01735, 1.07122, 2.8151
1.04, 1.0198, 1.0816, 2.82921
1.045, 1.02225, 1.09202, 2.8434
1.05, 1.02469, 1.1025, 2.85765
1.055, 1.02713, 1.11302, 2.87197
1.06, 1.02956, 1.1236, 2.88637
1.065, 1.03199, 1.13422, 2.90084
1.07, 1.03441, 1.1449, 2.91538
1.075, 1.03682, 1.15562, 2.92999
1.08, 1.03923, 1.1664, 2.94468
1.085, 1.04163, 1.17722, 2.95944
1.09, 1.04403, 1.1881, 2.97427
1.095, 1.04642, 1.19902, 2.98918
1.1, 1.04881, 1.21, 3.00416
1.105, 1.05119, 1.22102, 3.01922
1.11, 1.05357, 1.2321, 3.03436
1.115, 1.05594, 1.24322, 3.04957
1.12, 1.0583, 1.2544, 3.06485
1.125, 1.06066, 1.26562, 3.08021
1.13, 1.06301, 1.2769, 3.09565
1.135, 1.06536, 1.28822, 3.11117
1.14, 1.06771, 1.2996, 3.12677
1.145, 1.07005, 1.31102, 3.14244
1.15, 1.07238, 1.3225, 3.15819
1.155, 1.07471, 1.33402, 3.17402
1.16, 1.07703, 1.3456, 3.18993
1.165, 1.07935, 1.35722, 3.20592
1.17, 1.08166, 1.3689, 3.22199
1.175, 1.08397, 1.38062, 3.23814
1.18, 1.08628, 1.3924, 3.25437
1.185, 1.08858, 1.40422, 3.27068
1.19, 1.09087, 1.4161, 3.28708
1.195, 1.09316, 1.42802, 3.30355
1.2, 1.09544, 1.44, 3.32011
1.205, 1.09772, 1.45202, 3.33676
1.21, 1.1, 1.4641, 3.35348
1.215, 1.10227, 1.47622, 3.37029
1.22, 1.10454, 1.4884, 3.38718
1.225, 1.1068, 1.50062, 3.40416
1.23, 1.10905, 1.5129, 3.42123
1.235, 1.11131, 1.52522, 3.43838
1.24, 1.11355, 1.5376, 3.45561
1.245, 1.1158, 1.55002, 3.47293
1.25, 1.11803, 1.5625, 3.49034
1.255, 1.12027, 1.57502, 3.50783
1.26, 1.1225, 1.5876, 3.52542
1.265, 1.12472, 1.60022, 3.54309
1.27, 1.12694, 1.6129, 3.56085
1.275, 1.12916, 1.62562, 3.5787
1.28, 1.13137, 1.6384, 3.59664
1.285, 1.13358, 1.65122, 3.61466
1.29, 1.13578, 1.6641, 3.63278
1.295, 1.13798, 1.67702, 3.65099
1.3, 1.14017, 1.69, 3.66929
1.305, 1.14237, 1.70302, 3.68769
1.31, 1.14455, 1.7161, 3.70617
1.315, 1.14673, 1.72922, 3.72475
1.32, 1.14891, 1.7424, 3.74342
1.325, 1.15109, 1.75562, 3.76218
1.33, 1.15326, 1.7689, 3.78104
1.335, 1.15542, 1.78222, 3.79999
1.34, 1.15758, 1.7956, 3.81904
1.345, 1.15974, 1.80902, 3.83818
1.35, 1.16189, 1.8225, 3.85742
1.355, 1.16404, 1.83602, 3.87676
1.36, 1.16619, 1.8496, 3.89619
1.365, 1.16833, 1.86322, 3.91572
1.37, 1.17047, 1.8769, 3.93535
1.375, 1.1726, 1.89062, 3.95507
1.38, 1.17473, 1.9044, 3.9749
1.385, 1.17686, 1.91822, 3.99482
1.39, 1.17898, 1.9321, 4.01485
1.395, 1.1811, 1.94602, 4.03497
1.4, 1.18322, 1.96, 4.0552
